Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2025-01-01T00:00:00.000000,Great Britain,Great Britain,GB,47.46,78.85,87.62,71.83,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T01:00:00.000000,Great Britain,Great Britain,GB,49.96,82.98,87.02,70.92,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T02:00:00.000000,Great Britain,Great Britain,GB,47.87,79.61,87.52,71.03,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T03:00:00.000000,Great Britain,Great Britain,GB,41.48,70.12,89.23,72.25,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T04:00:00.000000,Great Britain,Great Britain,GB,42.29,71.13,89.2,72.13,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T05:00:00.000000,Great Britain,Great Britain,GB,41.85,71.24,89.19,71.81,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T06:00:00.000000,Great Britain,Great Britain,GB,39.0,66.93,89.93,72.46, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T07:00:00.000000,Great Britain,Great Britain,GB,38.66,66.53,89.98,72.15,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T08:00:00.000000,Great Britain,Great Britain,GB,40.27,68.4,89.94,71.91,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T09:00:00.000000,Great Britain,Great Britain,GB,35.72,62.74,91.18,74.12,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T10:00:00.000000,Great Britain,Great Britain,GB,34.75,61.77,91.78,73.9,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T11:00:00.000000,Great Britain,Great Britain,GB,29.97,57.29,92.85,72.89,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T12:00:00.000000,Great Britain,Great Britain,GB,30.91,58.88,92.52,72.74,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T13:00:00.000000,Great Britain,Great Britain,GB,34.98,64.85,91.42,71.81,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T14:00:00.000000,Great Britain,Great Britain,GB,37.4,69.66,90.91,71.1,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T15:00:00.000000,Great Britain,Great Britain,GB,57.11,99.05,85.64,65.88,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T16:00:00.000000,Great Britain,Great Britain,GB,71.06,117.08,82.4,63.22,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T17:00:00.000000,Great Britain,Great Britain,GB,83.74,132.95,79.3,60.6,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T18:00:00.000000,Great Britain,Great Britain,GB,86.47,136.79,78.58,59.49, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T19:00:00.000000,Great Britain,Great Britain,GB,82.54,132.44,79.24,59.34,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T20:00:00.000000,Great Britain,Great Britain,GB,80.26,130.38,79.53,58.67, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T21:00:00.000000,Great Britain,Great Britain,GB,76.77,126.59,80.77,58.48, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T22:00:00.000000,Great Britain,Great Britain,GB,65.23,113.03,83.67,59.72,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T23:00:00.000000,Great Britain,Great Britain,GB,56.06,102.39,86.18,60.27,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T00:00:00.000000,Great Britain,Great Britain,GB,54.44,100.8,87.0,59.83, nationalgrideso.com; elexon.co.uk,false,""
2025-01-02T01:00:00.000000,Great Britain,Great Britain,GB,56.86,103.67,86.45,59.08,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T02:00:00.000000,Great Britain,Great Britain,GB,46.67,89.84,89.01,61.06,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T03:00:00.000000,Great Britain,Great Britain,GB,47.21,91.92,88.89,60.62,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T04:00:00.000000,Great Britain,Great Britain,GB,48.0,92.19,88.22,60.1,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T05:00:00.000000,Great Britain,Great Britain,GB,54.77,97.02,86.45,59.29,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T06:00:00.000000,Great Britain,Great Britain,GB,75.28,122.34,80.91,56.3,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T07:00:00.000000,Great Britain,Great Britain,GB,119.5,177.78,69.32,50.25, nationalgrideso.com; elexon.co.uk,false,""
2025-01-02T08:00:00.000000,Great Britain,Great Britain,GB,124.85,184.07,67.32,48.45, nationalgrideso.com; elexon.co.uk,false,""
2025-01-02T09:00:00.000000,Great Britain,Great Britain,GB,127.46,187.31,66.7,48.46,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T10:00:00.000000,Great Britain,Great Britain,GB,118.93,177.42,68.45,51.4, nationalgrideso.com; elexon.co.uk,false,""
2025-01-02T11:00:00.000000,Great Britain,Great Britain,GB,115.24,173.23,69.36,53.13,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T12:00:00.000000,Great Britain,Great Britain,GB,107.62,163.77,71.44,54.95,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T13:00:00.000000,Great Britain,Great Britain,GB,116.51,175.02,68.99,52.64,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T14:00:00.000000,Great Britain,Great Britain,GB,125.75,186.06,66.48,50.16,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T15:00:00.000000,Great Britain,Great Britain,GB,136.99,199.08,63.82,47.37,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-02T16:00:00.000000,Great Britain,Great Britain,GB,141.85,204.4,62.75,46.03, nationalgrideso.com; elexon.co.uk,false,""
2025-01-02T17:00:00.000000,Great Britain,Great Britain,GB,148.22,211.83,61.64,45.45, nationalgrideso.com; elexon.co.uk,false,""
2025-01-02T18:00:00.000000,Great Britain,Great Britain,GB,138.97,200.34,63.55,47.45, nationalgrideso.com; elexon.co.uk,false,""
2025-01-02T19:00:00.000000,Great Britain,Great Britain,GB,137.45,198.23,63.73,47.21, nationalgrideso.com; elexon.co.uk,false,""
2025-01-02T20:00:00.000000,Great Britain,Great Britain,GB,124.66,182.06,67.29,49.6, nationalgrideso.com; elexon.co.uk,false,""
2025-01-02T21:00:00.000000,Great Britain,Great Britain,GB,104.36,156.46,72.85,53.9, nationalgrideso.com; elexon.co.uk,false,""
2025-01-02T22:00:00.000000,Great Britain,Great Britain,GB,83.74,130.74,78.35,58.26, nationalgrideso.com; elexon.co.uk,false,""
2025-01-02T23:00:00.000000,Great Britain,Great Britain,GB,63.13,104.62,83.89,63.8, nationalgrideso.com; elexon.co.uk,false,""
2025-01-03T00:00:00.000000,Great Britain,Great Britain,GB,50.12,88.29,87.43,66.85, nationalgrideso.com; elexon.co.uk,false,""
2025-01-03T01:00:00.000000,Great Britain,Great Britain,GB,46.45,83.31,88.46,66.65, nationalgrideso.com; elexon.co.uk,false,""
2025-01-03T02:00:00.000000,Great Britain,Great Britain,GB,39.59,74.8,90.41,69.32,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T03:00:00.000000,Great Britain,Great Britain,GB,34.12,67.02,91.43,70.6,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T04:00:00.000000,Great Britain,Great Britain,GB,37.19,70.57,90.6,71.8,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T05:00:00.000000,Great Britain,Great Britain,GB,47.57,85.26,87.93,70.86,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T06:00:00.000000,Great Britain,Great Britain,GB,72.58,119.59,81.44,65.67, nationalgrideso.com; elexon.co.uk,false,""
2025-01-03T07:00:00.000000,Great Britain,Great Britain,GB,101.62,157.78,73.11,58.52, nationalgrideso.com; elexon.co.uk,false,""
2025-01-03T08:00:00.000000,Great Britain,Great Britain,GB,117.12,176.39,68.99,53.8,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T09:00:00.000000,Great Britain,Great Britain,GB,112.6,170.45,70.26,54.09,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T10:00:00.000000,Great Britain,Great Britain,GB,104.19,160.39,72.49,56.71,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T11:00:00.000000,Great Britain,Great Britain,GB,101.08,157.15,73.24,57.5,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T12:00:00.000000,Great Britain,Great Britain,GB,103.97,161.21,72.47,56.35,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T13:00:00.000000,Great Britain,Great Britain,GB,112.93,171.92,70.25,53.64,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T14:00:00.000000,Great Britain,Great Britain,GB,133.65,197.53,64.74,47.65, nationalgrideso.com; elexon.co.uk,false,""
2025-01-03T15:00:00.000000,Great Britain,Great Britain,GB,155.76,224.73,58.61,41.44,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T16:00:00.000000,Great Britain,Great Britain,GB,175.04,248.98,53.88,37.16, nationalgrideso.com; elexon.co.uk,false,""
2025-01-03T17:00:00.000000,Great Britain,Great Britain,GB,191.23,268.65,50.72,34.77, nationalgrideso.com; elexon.co.uk,false,""
2025-01-03T18:00:00.000000,Great Britain,Great Britain,GB,197.15,276.47,49.28,32.94,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T19:00:00.000000,Great Britain,Great Britain,GB,193.25,272.64,49.64,32.59, nationalgrideso.com; elexon.co.uk,false,""
2025-01-03T20:00:00.000000,Great Britain,Great Britain,GB,194.46,275.36,48.63,30.53,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T21:00:00.000000,Great Britain,Great Britain,GB,196.76,278.9,47.81,28.89,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T22:00:00.000000,Great Britain,Great Britain,GB,187.21,267.56,50.49,30.15,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-03T23:00:00.000000,Great Britain,Great Britain,GB,169.55,245.97,55.59,32.42,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T00:00:00.000000,Great Britain,Great Britain,GB,162.9,237.81,57.39,33.3, nationalgrideso.com; elexon.co.uk,false,""
2025-01-04T01:00:00.000000,Great Britain,Great Britain,GB,166.58,242.81,56.53,31.78, nationalgrideso.com; elexon.co.uk,false,""
2025-01-04T02:00:00.000000,Great Britain,Great Britain,GB,161.08,236.28,57.83,32.09,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T03:00:00.000000,Great Britain,Great Britain,GB,150.72,222.92,60.54,34.98,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T04:00:00.000000,Great Britain,Great Britain,GB,151.86,224.14,60.02,35.49, nationalgrideso.com; elexon.co.uk,false,""
2025-01-04T05:00:00.000000,Great Britain,Great Britain,GB,162.45,237.79,56.93,34.75,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T06:00:00.000000,Great Britain,Great Britain,GB,168.76,245.58,55.03,34.35, nationalgrideso.com; elexon.co.uk,false,""
2025-01-04T07:00:00.000000,Great Britain,Great Britain,GB,177.72,257.01,52.46,33.28,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T08:00:00.000000,Great Britain,Great Britain,GB,195.96,279.28,47.83,30.88,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T09:00:00.000000,Great Britain,Great Britain,GB,194.96,277.12,48.04,30.84,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T10:00:00.000000,Great Britain,Great Britain,GB,195.02,276.98,48.19,31.47,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T11:00:00.000000,Great Britain,Great Britain,GB,197.35,280.11,47.58,32.16,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T12:00:00.000000,Great Britain,Great Britain,GB,188.17,268.1,49.98,33.28,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T13:00:00.000000,Great Britain,Great Britain,GB,194.89,276.23,48.26,31.03,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T14:00:00.000000,Great Britain,Great Britain,GB,194.37,275.21,48.31,30.52,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T15:00:00.000000,Great Britain,Great Britain,GB,197.65,279.31,47.38,29.42, nationalgrideso.com; elexon.co.uk,false,""
2025-01-04T16:00:00.000000,Great Britain,Great Britain,GB,200.12,282.05,47.17,29.94,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T17:00:00.000000,Great Britain,Great Britain,GB,203.78,286.52,46.93,30.27, nationalgrideso.com; elexon.co.uk,false,""
2025-01-04T18:00:00.000000,Great Britain,Great Britain,GB,198.22,279.65,48.02,31.38, nationalgrideso.com; elexon.co.uk,false,""
2025-01-04T19:00:00.000000,Great Britain,Great Britain,GB,187.58,266.92,50.05,32.99, nationalgrideso.com; elexon.co.uk,false,""
2025-01-04T20:00:00.000000,Great Britain,Great Britain,GB,178.23,255.18,52.7,34.6, nationalgrideso.com; elexon.co.uk,false,""
2025-01-04T21:00:00.000000,Great Britain,Great Britain,GB,158.63,230.78,58.03,38.69,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T22:00:00.000000,Great Britain,Great Britain,GB,129.5,194.25,66.01,44.57,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-04T23:00:00.000000,Great Britain,Great Britain,GB,99.16,156.4,74.33,50.67,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T00:00:00.000000,Great Britain,Great Britain,GB,77.03,128.13,80.47,56.0, nationalgrideso.com; elexon.co.uk,false,""
2025-01-05T01:00:00.000000,Great Britain,Great Britain,GB,66.66,114.83,83.63,58.58,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T02:00:00.000000,Great Britain,Great Britain,GB,51.93,96.8,87.04,61.5,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T03:00:00.000000,Great Britain,Great Britain,GB,42.1,84.24,89.64,64.15, nationalgrideso.com; elexon.co.uk,false,""
2025-01-05T04:00:00.000000,Great Britain,Great Britain,GB,38.74,76.9,90.54,65.09, nationalgrideso.com; elexon.co.uk,false,""
2025-01-05T05:00:00.000000,Great Britain,Great Britain,GB,38.73,74.01,90.49,64.97,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T06:00:00.000000,Great Britain,Great Britain,GB,39.21,75.37,90.49,65.44,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T07:00:00.000000,Great Britain,Great Britain,GB,41.41,82.0,89.87,65.5, nationalgrideso.com; elexon.co.uk,false,""
2025-01-05T08:00:00.000000,Great Britain,Great Britain,GB,58.36,103.26,85.31,63.52,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T09:00:00.000000,Great Britain,Great Britain,GB,87.4,139.27,77.72,58.47, nationalgrideso.com; elexon.co.uk,false,""
2025-01-05T10:00:00.000000,Great Britain,Great Britain,GB,100.88,156.37,73.69,55.88, nationalgrideso.com; elexon.co.uk,false,""
2025-01-05T11:00:00.000000,Great Britain,Great Britain,GB,112.08,169.96,70.83,52.93, nationalgrideso.com; elexon.co.uk,false,""
2025-01-05T12:00:00.000000,Great Britain,Great Britain,GB,123.06,183.78,67.9,50.52,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T13:00:00.000000,Great Britain,Great Britain,GB,129.63,191.99,66.08,48.82,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T14:00:00.000000,Great Britain,Great Britain,GB,130.8,193.82,65.44,48.25,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T15:00:00.000000,Great Britain,Great Britain,GB,138.83,203.76,63.25,46.27,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T16:00:00.000000,Great Britain,Great Britain,GB,143.65,209.74,62.22,45.61,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T17:00:00.000000,Great Britain,Great Britain,GB,151.38,218.79,60.84,44.8, nationalgrideso.com; elexon.co.uk,false,""
2025-01-05T18:00:00.000000,Great Britain,Great Britain,GB,145.71,212.23,61.65,45.23,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T19:00:00.000000,Great Britain,Great Britain,GB,136.56,200.81,63.87,46.77,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-05T20:00:00.000000,Great Britain,Great Britain,GB,114.83,173.03,69.84,51.92, nationalgrideso.com; elexon.co.uk,false,""
2025-01-05T21:00:00.000000,Great Britain,Great Britain,GB,82.89,132.41,79.05,59.73, nationalgrideso.com; elexon.co.uk,false,""
2025-01-05T22:00:00.000000,Great Britain,Great Britain,GB,45.99,83.07,88.73,67.34, nationalgrideso.com; elexon.co.uk,false,""
2025-01-05T23:00:00.000000,Great Britain,Great Britain,GB,36.37,66.88,91.29,68.39, nationalgrideso.com; elexon.co.uk,false,""
2025-01-06T00:00:00.000000,Great Britain,Great Britain,GB,43.6,75.33,89.5,66.1, nationalgrideso.com; elexon.co.uk,false,""
2025-01-06T01:00:00.000000,Great Britain,Great Britain,GB,45.48,77.84,88.82,65.65,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T02:00:00.000000,Great Britain,Great Britain,GB,37.26,67.26,90.74,68.36, nationalgrideso.com; elexon.co.uk,false,""
2025-01-06T03:00:00.000000,Great Britain,Great Britain,GB,35.79,65.1,91.27,69.22,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T04:00:00.000000,Great Britain,Great Britain,GB,40.56,71.13,89.96,68.92,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T05:00:00.000000,Great Britain,Great Britain,GB,39.63,69.74,90.0,69.39,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T06:00:00.000000,Great Britain,Great Britain,GB,40.49,71.79,89.9,69.65, nationalgrideso.com; elexon.co.uk,false,""
2025-01-06T07:00:00.000000,Great Britain,Great Britain,GB,66.56,108.58,82.79,64.45, nationalgrideso.com; elexon.co.uk,false,""
2025-01-06T08:00:00.000000,Great Britain,Great Britain,GB,97.37,149.39,74.46,57.52, nationalgrideso.com; elexon.co.uk,false,""
2025-01-06T09:00:00.000000,Great Britain,Great Britain,GB,104.5,158.61,72.44,56.79,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T10:00:00.000000,Great Britain,Great Britain,GB,99.68,152.54,73.79,58.55, nationalgrideso.com; elexon.co.uk,false,""
2025-01-06T11:00:00.000000,Great Britain,Great Britain,GB,99.48,152.52,73.71,58.56, nationalgrideso.com; elexon.co.uk,false,""
2025-01-06T12:00:00.000000,Great Britain,Great Britain,GB,100.54,154.13,73.45,58.43,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T13:00:00.000000,Great Britain,Great Britain,GB,101.59,155.48,73.17,58.08,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T14:00:00.000000,Great Britain,Great Britain,GB,99.54,152.65,73.77,58.39,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T15:00:00.000000,Great Britain,Great Britain,GB,106.75,161.53,71.77,56.21,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T16:00:00.000000,Great Britain,Great Britain,GB,119.1,176.63,68.8,53.67,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T17:00:00.000000,Great Britain,Great Britain,GB,128.7,188.11,66.98,52.36, nationalgrideso.com; elexon.co.uk,false,""
2025-01-06T18:00:00.000000,Great Britain,Great Britain,GB,127.64,186.89,67.05,52.39,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T19:00:00.000000,Great Britain,Great Britain,GB,122.73,181.11,67.78,52.59,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T20:00:00.000000,Great Britain,Great Britain,GB,110.82,166.13,70.85,54.92, nationalgrideso.com; elexon.co.uk,false,""
2025-01-06T21:00:00.000000,Great Britain,Great Britain,GB,89.38,139.62,76.7,59.07, nationalgrideso.com; elexon.co.uk,false,""
2025-01-06T22:00:00.000000,Great Britain,Great Britain,GB,69.06,113.55,82.17,62.41,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-06T23:00:00.000000,Great Britain,Great Britain,GB,57.97,95.91,85.3,63.41, nationalgrideso.com; elexon.co.uk,false,""
2025-01-07T00:00:00.000000,Great Britain,Great Britain,GB,56.58,92.4,85.86,63.47, nationalgrideso.com; elexon.co.uk,false,""
2025-01-07T01:00:00.000000,Great Britain,Great Britain,GB,60.73,96.31,84.91,62.58,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T02:00:00.000000,Great Britain,Great Britain,GB,57.41,92.27,85.57,62.83,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T03:00:00.000000,Great Britain,Great Britain,GB,56.28,90.83,85.88,63.11,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T04:00:00.000000,Great Britain,Great Britain,GB,57.49,92.5,85.26,62.94,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T05:00:00.000000,Great Britain,Great Britain,GB,59.73,96.44,84.55,62.77,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T06:00:00.000000,Great Britain,Great Britain,GB,80.22,127.04,79.08,58.71,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T07:00:00.000000,Great Britain,Great Britain,GB,111.86,168.51,70.72,53.0,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T08:00:00.000000,Great Britain,Great Britain,GB,133.39,195.19,65.09,48.82,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T09:00:00.000000,Great Britain,Great Britain,GB,135.56,198.24,64.58,49.27,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T10:00:00.000000,Great Britain,Great Britain,GB,126.32,187.17,66.58,51.98, nationalgrideso.com; elexon.co.uk,false,""
2025-01-07T11:00:00.000000,Great Britain,Great Britain,GB,118.94,178.21,68.5,54.08,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T12:00:00.000000,Great Britain,Great Britain,GB,110.44,167.36,70.67,56.35, nationalgrideso.com; elexon.co.uk,false,""
2025-01-07T13:00:00.000000,Great Britain,Great Britain,GB,110.4,166.86,70.71,55.99, nationalgrideso.com; elexon.co.uk,false,""
2025-01-07T14:00:00.000000,Great Britain,Great Britain,GB,117.16,175.11,69.05,53.68, nationalgrideso.com; elexon.co.uk,false,""
2025-01-07T15:00:00.000000,Great Britain,Great Britain,GB,127.89,188.21,66.16,50.62, nationalgrideso.com; elexon.co.uk,false,""
2025-01-07T16:00:00.000000,Great Britain,Great Britain,GB,140.35,203.15,63.14,48.15, nationalgrideso.com; elexon.co.uk,false,""
2025-01-07T17:00:00.000000,Great Britain,Great Britain,GB,145.67,208.74,62.78,48.43, nationalgrideso.com; elexon.co.uk,false,""
2025-01-07T18:00:00.000000,Great Britain,Great Britain,GB,138.89,200.92,63.93,49.48, nationalgrideso.com; elexon.co.uk,false,""
2025-01-07T19:00:00.000000,Great Britain,Great Britain,GB,133.85,194.81,64.9,49.96, nationalgrideso.com; elexon.co.uk,false,""
2025-01-07T20:00:00.000000,Great Britain,Great Britain,GB,120.94,179.3,68.07,52.05,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T21:00:00.000000,Great Britain,Great Britain,GB,101.48,155.29,73.38,55.9,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T22:00:00.000000,Great Britain,Great Britain,GB,78.77,126.91,79.68,60.29,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-07T23:00:00.000000,Great Britain,Great Britain,GB,72.42,116.21,81.35,61.22,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T00:00:00.000000,Great Britain,Great Britain,GB,71.13,114.27,81.66,61.27,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T01:00:00.000000,Great Britain,Great Britain,GB,72.78,116.45,81.23,60.4,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T02:00:00.000000,Great Britain,Great Britain,GB,75.44,120.28,80.51,59.38,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T03:00:00.000000,Great Britain,Great Britain,GB,77.3,122.96,79.99,57.28,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T04:00:00.000000,Great Britain,Great Britain,GB,86.62,136.23,77.54,55.78, nationalgrideso.com; elexon.co.uk,false,""
2025-01-08T05:00:00.000000,Great Britain,Great Britain,GB,100.6,154.09,73.79,52.34,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T06:00:00.000000,Great Britain,Great Britain,GB,148.08,217.04,60.97,45.24,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T07:00:00.000000,Great Britain,Great Britain,GB,180.08,256.69,52.26,37.61, nationalgrideso.com; elexon.co.uk,false,""
2025-01-08T08:00:00.000000,Great Britain,Great Britain,GB,194.83,274.32,48.9,33.34, nationalgrideso.com; elexon.co.uk,false,""
2025-01-08T09:00:00.000000,Great Britain,Great Britain,GB,205.42,287.21,46.53,31.36, nationalgrideso.com; elexon.co.uk,false,""
2025-01-08T10:00:00.000000,Great Britain,Great Britain,GB,209.05,292.06,45.83,30.8,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T11:00:00.000000,Great Britain,Great Britain,GB,211.73,295.99,45.04,30.17, nationalgrideso.com; elexon.co.uk,false,""
2025-01-08T12:00:00.000000,Great Britain,Great Britain,GB,217.33,303.39,43.57,28.69, nationalgrideso.com; elexon.co.uk,false,""
2025-01-08T13:00:00.000000,Great Britain,Great Britain,GB,219.92,306.85,42.86,27.55,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T14:00:00.000000,Great Britain,Great Britain,GB,221.02,308.72,42.16,26.59, nationalgrideso.com; elexon.co.uk,false,""
2025-01-08T15:00:00.000000,Great Britain,Great Britain,GB,227.29,316.46,40.61,24.8, nationalgrideso.com; elexon.co.uk,false,""
2025-01-08T16:00:00.000000,Great Britain,Great Britain,GB,229.82,318.77,40.53,25.34,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T17:00:00.000000,Great Britain,Great Britain,GB,233.09,322.17,40.51,25.76, nationalgrideso.com; elexon.co.uk,false,""
2025-01-08T18:00:00.000000,Great Britain,Great Britain,GB,227.35,315.64,41.56,26.63,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T19:00:00.000000,Great Britain,Great Britain,GB,229.25,318.48,40.95,25.37,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T20:00:00.000000,Great Britain,Great Britain,GB,231.17,321.12,40.26,23.74, nationalgrideso.com; elexon.co.uk,false,""
2025-01-08T21:00:00.000000,Great Britain,Great Britain,GB,223.92,312.93,41.41,23.71,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T22:00:00.000000,Great Britain,Great Britain,GB,210.06,296.88,44.3,24.71,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-08T23:00:00.000000,Great Britain,Great Britain,GB,193.76,277.12,48.75,27.22, nationalgrideso.com; elexon.co.uk,false,""
2025-01-09T00:00:00.000000,Great Britain,Great Britain,GB,187.27,268.92,50.88,28.69,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-09T01:00:00.000000,Great Britain,Great Britain,GB,182.0,262.14,52.16,30.29, nationalgrideso.com; elexon.co.uk,false,""
2025-01-09T02:00:00.000000,Great Britain,Great Britain,GB,171.16,248.49,54.55,32.86,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-09T03:00:00.000000,Great Britain,Great Britain,GB,154.04,226.73,59.22,37.13,elexon.co.uk;  nationalgrideso.com,false,""
